OBJECTID,id,grid_4ha_id,lon,lat,lp_ext_2012,lp_ext_2015,lp_ext_2018,lp_ext_2022,du_cnt_2012,du_cnt_2015,du_cnt_2018,du_cnt_2022,clq_ext_sqm_2012,clq_ext_sqm_2015,clq_ext_sqm_2018,clq_ext_sqm_2022,mlt_ext_sqm_2012,mlt_ext_sqm_2015,mlt_ext_sqm_2018,mlt_ext_sqm_2022,sq_ext_sqm_2012,sq_ext_sqm_2015,sq_ext_sqm_2018,sq_ext_sqm_2022,du_cnt_w_clq_mlt_2012,du_cnt_w_clq_mlt_2015,du_cnt_w_clq_mlt_2018,du_cnt_w_clq_mlt_2022,dens_grs_duha_2012,dens_grs_duha_2015,dens_grs_duha_2018,dens_grs_duha_2022,d_dens_grs_duha_12_15,d_dens_grs_duha_12_18,d_dens_grs_duha_12_22,d_dens_grs_duha_15_18,d_dens_grs_duha_15_22,d_dens_grs_duha_18_22,DISTRICTNA,Shape_Length,Shape_Area
39083,12437,W34C_24_39083,18.60549002,-33.87530358,2283.844694,2283.844694,2283.844694,2283.844694,8,8,9,10,0,0,0,0,0,0,0,0,51,51,68,54,8,8,9,10,2,2,2,2,0,0,0,0,0,0,Northern,799.9999883,39999.99883
39084,12439,W34C_24_39084,18.60765167,-33.87531048,3237.794814,3237.794814,3237.794814,3237.794814,16,16,16,17,0,0,0,0,0,0,0,0,79,79,79,79,16,16,16,17,4,4,4,4,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39085,12086,W34C_24_39085,18.60981333,-33.87531734,3056.796029,3056.796029,3056.796029,3056.796029,20,19,19,19,17,14,14,31,0,0,0,0,59,37,51,59,20.85,19.7,19.7,20.55,5,4,4,4,-1,-1,-1,0,0,0,Northern,800.0000185,40000.00185
39086,12325,W34C_25_39086,18.61197498,-33.87532417,2164.573303,2164.573303,2164.573303,2164.573303,23,24,25,25,45,45,16,16,0,0,0,0,105,114,138,175,25.25,26.25,25.8,25.8,5,6,6,6,1,1,1,0,0,0,Northern,799.9999883,39999.99883
39087,12322,W34C_25_39087,18.61413664,-33.87533095,1795.791798,1795.791798,1795.791798,1795.791798,25,25,25,25,0,35,35,64,0,0,0,0,59,75,53,40,25,26.75,26.75,28.2,6,6,6,6,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39088,12381,W34C_25_39088,18.6162983,-33.8753377,1341.135868,1341.135868,1341.135868,1341.135868,21,20,20,21,0,0,0,0,0,0,0,0,75,92,92,92,21,20,20,21,5,5,5,5,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39089,12400,W34C_25_39089,18.61845995,-33.87534442,2211.670186,2211.670186,2211.670186,2211.670186,18,18,18,18,0,52,52,70,0,0,0,0,48,105,105,105,18,20.6,20.6,21.5,4,4,4,4,0,0,0,0,0,0,Northern,799.9999883,39999.99883
39090,12485,W34C_25_39090,18.62062161,-33.87535109,1832.700932,1832.700932,1832.700932,1832.700932,25,25,26,26,0,0,0,0,0,0,0,0,84,65,35,35,25,25,26,26,6,6,6,6,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39091,12153,W34D_21_39091,18.62278327,-33.87535772,1938.311105,1938.311105,1938.311105,1938.311105,29,29,29,30,0,0,0,0,0,0,0,0,40,115,118,118,29,29,29,30,7,7,7,7,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39092,12502,W34D_21_39092,18.62494493,-33.87536432,1220.040951,1220.040951,1220.040951,1220.040951,8,8,8,8,0,0,0,0,0,0,0,0,0,0,18,18,8,8,8,8,2,2,2,2,0,0,0,0,0,0,Northern,799.9999883,39999.99883
39093,17028,W34D_21_39093,18.62710659,-33.87537088,5433.363334,5433.363334,5433.363334,5433.363334,87,87,87,87,0,0,0,0,0,0,0,0,0,0,0,0,87,87,87,87,21,21,21,21,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39094,17029,W34D_21_39094,18.62926825,-33.8753774,4333.25589,4333.25589,4333.25589,4333.25589,126,126,126,126,0,0,0,0,0,0,0,0,0,0,0,0,126,126,126,126,31,31,31,31,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39095,17032,W34D_21_39095,18.63142992,-33.87538389,4224.776236,4224.776236,4224.776236,4224.776236,72,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72,72,18,18,18,18,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39098,12010,W34D_22_39098,18.6379149,-33.87540311,995.8577307,995.8577307,995.8577307,995.8577307,18,18,18,18,0,0,0,0,0,0,0,0,13,26,26,116,18,18,18,18,4,4,4,4,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39099,12008,W34D_22_39099,18.64007657,-33.87540945,1196.167061,1196.167061,1196.167061,1196.167061,44,44,45,48,0,29,29,50,0,0,0,0,0,18,0,75,44,45.45,46.45,50.5,11,11,11,12,0,0,1,0,1,1,Northern,799.9999883,39999.99883
39100,12035,W34D_22_39100,18.64223823,-33.87541574,33411.03728,33411.03728,33411.03728,33411.03728,96,96,96,97,0,0,0,0,0,0,0,0,0,20,20,42,96,96,96,97,24,24,24,24,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39101,12036,W34D_23_39101,18.6443999,-33.875422,1046.666716,1046.666716,1046.666716,1046.666716,4,4,4,4,0,0,0,0,0,0,0,0,27,27,27,27,4,4,4,4,1,1,1,1,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39102,12058,W34D_23_39102,18.64656157,-33.87542821,4615.546799,4615.546799,4615.546799,4615.546799,66,69,69,69,0,40,40,40,0,0,0,0,75,141,115,132,66,71,71,71,16,17,17,17,1,1,1,0,0,0,Northern,799.9999883,39999.99883
39103,11928,W34D_23_39103,18.64872323,-33.8754344,1085.778372,1085.778372,1085.778372,1085.778372,36,38,39,40,31,21,21,70,0,0,0,0,0,0,0,0,37.55,39.05,40.05,43.5,9,9,9,10,0,0,1,0,1,1,Northern,800.0000185,40000.00185
39104,11930,W34D_23_39104,18.6508849,-33.87544054,764.0743446,764.0743446,764.0743446,764.0743446,41,41,41,42,0,25,25,0,0,0,0,0,37,37,47,66,41,42.25,42.25,42,10,10,10,10,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39105,11931,W34D_23_39105,18.65304657,-33.87544664,638.1773647,638.1773647,638.1773647,638.1773647,35,35,36,36,0,0,0,0,0,0,0,0,0,52,52,68,35,35,36,36,8,8,9,9,0,1,1,1,1,0,Northern,799.9999883,39999.99883
39106,12150,W34D_24_39106,18.65520824,-33.87545271,34290.73566,34290.73566,34290.73566,34290.73566,92,92,91,86,23,23,23,23,0,0,0,0,11,47,47,47,93.15,93.15,92.15,87.15,23,23,22,21,0,-1,-2,-1,-2,-1,Northern,800.0000185,40000.00185
39107,12152,W34D_24_39107,18.65736991,-33.87545874,2796.907654,1142.199661,1142.199661,3869.661809,16,15,16,17,0,12,12,12,0,0,0,0,0,0,0,28,16,15.6,16.6,17.6,4,3,4,4,-1,0,0,1,1,0,Northern,800.0000185,40000.00185
39108,12681,W34D_24_39108,18.65953158,-33.87546473,1509.578437,1509.578437,1509.578437,1509.578437,58,58,58,57,0,0,0,0,0,0,0,0,14,14,14,14,58,58,58,57,14,14,14,14,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39109,11895,W34D_24_39109,18.66169325,-33.87547068,1116.324091,1116.324091,1116.324091,1116.324091,21,22,22,21,0,0,0,0,0,0,0,0,19,0,0,86,21,22,22,21,5,5,5,5,0,0,0,0,0,0,Northern,799.9999883,39999.99883
39110,11900,W34D_24_39110,18.66385492,-33.8754766,1065.80322,1065.80322,1065.80322,1065.80322,34,34,35,36,0,28,28,10,0,0,0,0,0,0,0,0,34,35.4,36.4,36.5,8,8,8,9,0,0,1,0,1,1,Northern,800.0000185,40000.00185
39111,11943,W34D_25_39111,18.6660166,-33.87548248,1559.873233,1559.873233,1559.873233,1559.873233,42,43,43,43,19,19,19,44,0,0,0,0,6,6,6,6,42.95,43.95,43.95,45.2,10,10,10,10,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39112,11942,W34D_25_39112,18.66817827,-33.87548832,939.1964244,939.1964244,939.1964244,939.1964244,39,39,39,41,0,24,24,0,0,0,0,0,33,33,33,78,39,40.2,40.2,41,9,9,9,10,0,0,1,0,1,1,Tygerberg,799.9999883,39999.99883
39114,9257,W34D_25_39114,18.67250162,-33.87549988,1446.673882,1446.673882,1446.673882,1446.673882,11,11,11,11,0,0,0,0,0,0,0,0,46,46,48,48,11,11,11,11,2,2,2,2,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39115,9251,W34D_25_39115,18.67466329,-33.87550561,1253.816761,1253.816761,1253.816761,1253.816761,38,38,38,38,0,0,0,0,0,0,0,0,29,29,45,45,38,38,38,38,9,9,9,9,0,0,0,0,0,0,Northern,799.9999883,39999.99883
39116,9256,W24C_21_39116,18.67682497,-33.87551129,1221.313188,1221.313188,1221.313188,1221.313188,32,32,31,31,0,0,29,29,0,0,0,0,81,64,64,64,32,32,32.45,32.45,8,8,7,7,0,-1,-1,-1,-1,0,Northern,800.0000185,40000.00185
39117,9259,W24C_21_39117,18.67898664,-33.87551694,2169.9186,2169.9186,2169.9186,2169.9186,58,58,58,58,0,0,0,0,0,0,0,0,27,27,27,27,58,58,58,58,14,14,14,14,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39118,9249,W24C_21_39118,18.68114832,-33.87552256,767.0486613,767.0486613,767.0486613,767.0486613,22,22,24,24,55,55,55,55,0,0,0,0,11,11,11,0,24.75,24.75,26.75,26.75,5,5,6,6,0,1,1,1,1,0,Northern,799.9999883,39999.99883
39119,9243,W24C_21_39119,18.68331,-33.87552813,9347.877284,9347.877284,9347.877284,9347.877284,8,7,8,8,0,0,0,0,0,0,0,0,14,14,12,12,8,7,8,8,2,1,2,2,-1,0,0,1,1,0,Northern,800.0000185,40000.00185
39121,17038,W24C_22_39121,18.68763335,-33.87553916,8897.158749,8897.158749,8897.158749,8897.158749,137,137,137,137,0,0,0,0,0,0,0,0,0,0,0,0,137,137,137,137,34,34,34,34,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39122,9244,W24C_22_39122,18.68979503,-33.87554462,6263.878023,6263.878023,6263.878023,6263.878023,106,106,106,106,0,0,0,0,0,0,0,0,0,0,0,0,106,106,106,106,26,26,26,26,0,0,0,0,0,0,Northern,799.9999883,39999.99883
39123,9258,W24C_22_39123,18.69195671,-33.87555005,4970.566113,4970.566113,4970.566113,4970.566113,89,91,91,91,0,0,39,39,2235,2235,2235,2235,0,0,0,0,166.0689655,168.0689655,170.0189655,170.0189655,22,22,22,22,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39124,17019,W24C_22_39124,18.69411839,-33.87555543,2000.509706,2000.509706,2000.509706,2000.509706,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,3,3,3,3,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39131,9245,W24C_24_39131,18.70925017,-33.87559206,362.4339233,362.4339233,362.4339233,362.4339233,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,1,1,1,1,0,0,0,0,0,0,Northern,799.9999883,39999.99883
39132,9246,W24C_24_39132,18.71141185,-33.87559714,526.2129606,526.2129606,526.2129606,526.2129606,54,56,58,58,0,0,0,0,0,0,0,0,0,0,24,24,54,56,58,58,13,14,14,14,1,1,1,0,0,0,Northern,800.0000185,40000.00185
39133,9248,W24C_24_39133,18.71357354,-33.87560218,1541.04156,1541.04156,1541.04156,1541.04156,62,62,62,62,0,0,0,0,996,996,996,996,0,0,32,32,96.34482759,96.34482759,96.34482759,96.34482759,15,15,15,15,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39134,9252,W24C_24_39134,18.71573523,-33.87560719,1548.00229,1548.00229,1548.00229,1548.00229,63,63,63,63,23,39,39,39,0,0,0,0,9,9,26,26,64.15,64.95,64.95,64.95,15,15,15,15,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39135,9247,W24C_24_39135,18.71789691,-33.87561216,378.2201817,378.2201817,378.2201817,378.2201817,54,54,56,55,11,11,11,11,0,0,0,0,0,0,40,92,54.55,54.55,56.55,55.55,13,13,14,13,0,1,0,1,0,-1,Northern,799.9999883,39999.99883
39136,9250,W24C_25_39136,18.7200586,-33.87561709,570.3831398,570.3831398,570.3831398,570.3831398,74,76,77,78,31,31,111,111,0,0,0,0,0,19,44,44,75.55,77.55,82.55,83.55,18,19,19,19,1,1,1,0,0,0,Northern,800.0000185,40000.00185
39137,9253,W24C_25_39137,18.72222029,-33.87562198,532.0078594,532.0078594,532.0078594,532.0078594,58,58,60,62,36,36,36,36,0,0,0,0,0,0,0,0,59.8,59.8,61.8,63.8,14,14,15,15,0,1,1,1,1,0,Northern,800.0000185,40000.00185
39138,9255,W24C_25_39138,18.72438197,-33.87562683,1000.399373,2099.927598,2099.927598,2099.927598,25,63,66,91,0,0,0,0,0,0,0,0,0,26,0,0,25,63,66,91,6,15,16,22,9,10,16,1,7,6,Northern,799.9999883,39999.99883
39139,97,W24C_25_39139,18.72654366,-33.87563165,1210.934359,6750.724495,1210.934359,1210.934359,51,71,70,70,16,42,61,61,0,0,0,0,0,22,0,0,51.8,73.1,73.05,73.05,12,17,17,17,5,5,5,0,0,0,Northern,800.0000185,40000.00185
39140,9254,W24C_25_39140,18.72870535,-33.87563643,680.9190358,680.9190358,680.9190358,680.9190358,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,1,1,1,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39142,16619,W24D_21_39142,18.73302873,-33.87564587,244870.8285,244870.8285,244870.8285,244870.8285,2,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,0,0,0,1,0,0,1,0,1,1,Northern,800.0000185,40000.00185
39147,16609,W24D_22_39147,18.74383719,-33.87566881,368392.8101,368392.8101,368392.8101,368392.8101,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,9,0,0,0,2,0,0,2,0,2,2,Northern,800.0000185,40000.00185
39160,13528,W44C_23_39160,18.49093422,-33.87308054,726.2473054,726.2473054,726.2473054,726.2473054,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,1,0,0,0,0,0,0,Blaauwberg,799.9999883,39999.99883
39162,5395,W44C_24_39162,18.49525735,-33.87309832,1712.98161,1712.98161,1712.98161,1712.98161,13,13,13,13,0,0,0,0,0,0,0,0,52,52,52,125,13,13,13,13,3,3,3,3,0,0,0,0,0,0,Blaauwberg,800.0000185,40000.00185
39163,5418,W44C_24_39163,18.49741891,-33.87310715,1309.961302,1309.961302,1309.961302,1309.961302,22,22,23,23,0,32,32,32,0,0,0,0,30,30,30,30,22,23.6,24.6,24.6,5,5,5,5,0,0,0,0,0,0,Blaauwberg,800.0000185,40000.00185
39164,5444,W44C_24_39164,18.49958048,-33.87311595,1475.619997,1475.619997,1475.619997,1475.619997,16,16,16,16,0,0,26,26,0,0,0,0,42,42,77,74,16,16,17.3,17.3,4,4,4,4,0,0,0,0,0,0,Blaauwberg,799.9999883,39999.99883
39165,5468,W44C_24_39165,18.50174205,-33.87312471,997.9632442,997.9632442,997.9632442,997.9632442,30,32,32,33,0,0,0,0,0,0,0,0,59,57,104,104,30,32,32,33,7,8,8,8,1,1,1,0,0,0,Blaauwberg,800.0000185,40000.00185
39166,5491,W44C_25_39166,18.50390362,-33.87313343,991.2535008,991.2535008,991.2535008,991.2535008,23,23,23,24,0,42,74,46,0,0,0,0,9,24,24,88,23,25.1,26.7,26.3,5,5,5,6,0,0,1,0,1,1,Blaauwberg,800.0000185,40000.00185
39167,5409,W44C_25_39167,18.50606519,-33.87314211,266.1243662,266.1243662,266.1243662,266.1243662,83,86,89,90,0,0,30,107,0,0,0,0,0,38,75,56,83,86,90.5,95.35,20,21,22,22,1,2,2,1,1,0,Blaauwberg,799.9999883,39999.99883
39168,5504,W44C_25_39168,18.50822676,-33.87315075,302.0414902,302.0414902,302.0414902,302.0414902,27,27,32,36,0,15,15,15,0,0,0,0,0,43,43,43,27,27.75,32.75,36.75,6,6,8,9,0,2,3,2,3,1,Blaauwberg,800.0000185,40000.00185
39169,5390,W44C_25_39169,18.51038833,-33.87315936,5890.796928,269.923273,269.923273,269.923273,81,79,79,79,0,0,0,13,0,0,0,69,0,0,0,17,81,79,79,82.02931034,20,19,19,19,-1,-1,-1,0,0,0,Blaauwberg,800.0000185,40000.00185
39170,43,W44C_25_39170,18.5125499,-33.87316793,197.8808659,197.8808659,197.8808659,22821.8441,72,72,72,74,0,0,0,58,0,0,0,102,0,0,0,0,72,72,72,80.41724138,18,18,18,18,0,0,0,0,0,0,Blaauwberg,799.9999883,39999.99883
39177,378,W44D_22_39177,18.52768093,-33.87322685,0,0,1377.659598,1377.659598,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,Blaauwberg,799.9999883,39999.99883
39179,10737,W44D_22_39179,18.53200409,-33.87324334,482.9028213,482.9028213,482.9028213,482.9028213,10,10,10,10,12,12,24,12,0,0,0,0,0,0,0,0,10.6,10.6,11.2,10.6,2,2,2,2,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
39180,10714,W44D_22_39180,18.53416567,-33.87325153,545.6959781,545.6959781,545.6959781,545.6959781,51,50,50,50,0,0,0,0,0,0,0,0,0,16,16,16,51,50,50,50,12,12,12,12,0,0,0,0,0,0,Tygerberg,799.9999883,39999.99883
39181,10513,W44D_23_39181,18.53632725,-33.87325968,1679.282769,1679.282769,1679.282769,1679.282769,35,35,36,36,0,0,0,0,0,0,0,0,81,81,81,120,35,35,36,36,8,8,9,9,0,1,1,1,1,0,Tygerberg,800.0000185,40000.00185
39182,10516,W44D_23_39182,18.53848884,-33.8732678,907.2184193,907.2184193,907.2184193,907.2184193,30,30,31,31,22,22,22,22,0,0,0,0,94,153,161,161,31.1,31.1,32.1,32.1,7,7,7,7,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
39183,10519,W44D_23_39183,18.54065042,-33.87327587,33929.41367,33929.41367,33929.41367,33929.41367,114,114,115,115,0,0,0,0,0,0,0,0,0,27,27,56,114,114,115,115,28,28,28,28,0,0,0,0,0,0,Tygerberg,799.9999883,39999.99883
39184,10520,W44D_23_39184,18.542812,-33.87328391,843.7970727,843.7970727,843.7970727,843.7970727,48,50,50,51,18,80,80,80,0,0,0,0,46,46,46,46,48.9,54,54,55,12,12,12,12,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
39185,10526,W44D_23_39185,18.54497359,-33.87329191,874.8708775,874.8708775,874.8708775,874.8708775,43,44,47,48,13,13,13,20,0,0,0,0,0,21,21,58,43.65,44.65,47.65,49,10,11,11,12,1,1,2,0,1,1,Tygerberg,800.0000185,40000.00185
39186,10542,W44D_24_39186,18.54713518,-33.87329987,685.8417861,685.8417861,685.8417861,685.8417861,53,54,54,56,12,40,54,88,0,0,0,0,24,41,57,64,53.6,56,56.7,60.4,13,13,13,14,0,0,1,0,1,1,Tygerberg,799.9999883,39999.99883
39187,10556,W44D_24_39187,18.54929676,-33.8733078,700.6521989,700.6521989,700.6521989,700.6521989,54,55,56,59,0,0,0,0,0,0,0,0,66,95,118,64,54,55,56,59,13,13,14,14,0,1,1,1,1,0,Tygerberg,800.0000185,40000.00185
39188,10555,W44D_24_39188,18.55145835,-33.87331568,611.1837474,611.1837474,611.1837474,611.1837474,19,19,19,19,0,0,0,0,0,0,0,0,0,33,33,33,19,19,19,19,4,4,4,4,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
39189,10303,W44D_24_39189,18.55361994,-33.87332353,1106.701462,1106.701462,1106.701462,1106.701462,8,8,8,8,21,21,21,21,0,0,0,0,31,31,54,54,9.05,9.05,9.05,9.05,2,2,2,2,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
39190,10304,W44D_24_39190,18.55578153,-33.87333134,1006.292941,1006.292941,1006.292941,1006.292941,43,43,42,42,0,0,0,0,0,0,0,0,73,73,73,73,43,43,42,42,10,10,10,10,0,0,0,0,0,0,Tygerberg,799.9999883,39999.99883
39191,10322,W44D_25_39191,18.55794312,-33.87333912,694.1993259,694.1993259,694.1993259,694.1993259,38,38,38,38,0,0,0,0,0,0,0,0,15,15,15,15,38,38,38,38,9,9,9,9,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
39192,10186,W44D_25_39192,18.56010471,-33.87334685,694.610573,694.610573,694.610573,694.610573,37,37,37,37,22,22,22,41,0,0,0,0,0,38,38,57,38.1,38.1,38.1,39.05,9,9,9,9,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
39193,11472,W44D_25_39193,18.5622663,-33.87335455,1035.404007,1035.404007,1035.404007,1035.404007,29,30,31,33,50,50,50,50,0,0,0,0,0,0,0,0,31.5,32.5,33.5,35.5,7,7,7,8,0,0,1,0,1,1,Tygerberg,799.9999883,39999.99883
39194,11473,W44D_25_39194,18.5644279,-33.87336221,10343.59085,10343.59085,10343.59085,10343.59085,61,61,61,62,0,0,0,52,0,0,0,0,26,50,79,79,61,61,61,64.6,15,15,15,15,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
39195,11477,W44D_25_39195,18.56658949,-33.87336983,27274.97782,27274.97782,27274.97782,27274.97782,80,80,80,80,0,0,0,0,0,0,0,0,39,52,52,52,80,80,80,80,20,20,20,20,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
39196,11478,W34C_21_39196,18.56875109,-33.87337741,1167.896429,1167.896429,1167.896429,1167.896429,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,2,2,2,2,0,0,0,0,0,0,Tygerberg,799.9999883,39999.99883
39197,11425,W34C_21_39197,18.57091268,-33.87338496,1327.841675,1327.841675,1327.841675,1327.841675,24,23,23,23,0,0,0,0,0,0,0,0,15,15,29,29,24,23,23,23,6,5,5,5,-1,-1,-1,0,0,0,Tygerberg,800.0000185,40000.00185
39198,11428,W34C_21_39198,18.57307428,-33.87339246,1346.965609,1346.965609,1346.965609,1346.965609,26,27,27,27,0,63,20,20,0,0,0,0,80,80,114,114,26,30.15,28,28,6,6,6,6,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
39199,11429,W34C_21_39199,18.57523587,-33.87339993,1105.26153,1105.26153,1105.26153,1105.26153,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,Tygerberg,799.9999883,39999.99883
39201,11542,W34C_22_39201,18.57955907,-33.87341476,1091.376884,15150.922,15150.922,1091.376884,17,17,17,17,0,69,69,0,0,0,0,0,16,16,16,16,17,20.45,20.45,17,4,4,4,4,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
39202,11541,W34C_22_39202,18.58172067,-33.87342211,1430.693549,1430.693549,1430.693549,1430.693549,30,30,30,30,0,0,30,30,0,0,0,0,126,102,115,115,30,30,31.5,31.5,7,7,7,7,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
39203,11554,W34C_22_39203,18.58388227,-33.87342943,2545.640941,2545.640941,2545.640941,2545.640941,26,26,27,27,0,0,21,0,0,0,0,0,64,98,105,125,26,26,28.05,27,6,6,6,6,0,0,0,0,0,0,Tygerberg,799.9999883,39999.99883
39204,11555,W34C_22_39204,18.58604387,-33.87343671,1435.581089,1435.581089,1435.581089,1435.581089,25,25,27,28,11,11,11,11,0,0,0,0,155,223,255,255,25.55,25.55,27.55,28.55,6,6,6,7,0,0,1,0,1,1,Tygerberg,800.0000185,40000.00185
39205,11559,W34C_22_39205,18.58820547,-33.87344395,1513.333138,1513.333138,1513.333138,1513.333138,3,3,3,3,0,0,17,17,0,0,0,0,0,0,0,0,3,3,3.85,3.85,0,0,0,0,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
39211,11734,W34C_24_39211,18.6011751,-33.87348661,5127.220809,5127.220809,5127.220809,5127.220809,12,12,13,15,0,0,0,0,0,0,0,0,0,0,28,28,12,12,13,15,3,3,3,3,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39212,12032,W34C_24_39212,18.60333671,-33.87349358,2772.106618,2772.106618,2772.106618,2772.106618,12,12,13,13,0,0,0,0,0,0,0,0,20,20,20,20,12,12,13,13,3,3,3,3,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39213,12511,W34C_24_39213,18.60549832,-33.87350052,3086.247889,3086.247889,3086.247889,3086.247889,2,2,2,2,0,0,0,0,0,0,0,0,17,17,17,17,2,2,2,2,0,0,0,0,0,0,0,0,0,0,Northern,799.9999883,39999.99883
39214,12442,W34C_24_39214,18.60765992,-33.87350742,2862.045152,2862.045152,2862.045152,2862.045152,14,15,15,15,0,120,120,120,0,0,0,0,58,79,79,79,14,21,21,21,3,3,3,3,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39215,12087,W34C_24_39215,18.60982153,-33.87351428,1812.051715,1812.051715,1812.051715,1812.051715,13,13,13,13,0,0,63,63,0,0,0,0,17,0,0,0,13,13,16.15,16.15,3,3,3,3,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39216,12261,W34C_25_39216,18.61198314,-33.87352111,2121.374796,2121.374796,2121.374796,2121.374796,13,12,12,13,0,21,0,0,0,0,0,0,27,27,48,67,13,13.05,12,13,3,3,3,3,0,0,0,0,0,0,Northern,799.9999883,39999.99883
39217,12279,W34C_25_39217,18.61414475,-33.8735279,1309.589931,1309.589931,1309.589931,1309.589931,13,13,13,13,0,0,0,15,0,0,0,0,49,64,64,64,13,13,13,13.75,3,3,3,3,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39218,12351,W34C_25_39218,18.61630637,-33.87353465,1798.902364,1798.902364,1798.902364,1798.902364,15,16,19,20,0,0,28,28,0,0,0,0,99,99,81,121,15,16,20.4,21.4,3,4,4,5,1,1,2,0,1,1,Northern,800.0000185,40000.00185
39219,16775,W34C_25_39219,18.61846798,-33.87354136,5084.213639,5084.213639,5084.213639,5084.213639,0,0,0,0,31,31,31,31,0,0,0,0,0,0,0,0,1.55,1.55,1.55,1.55,0,0,0,0,0,0,0,0,0,0,Northern,799.9999883,39999.99883
39220,12369,W34C_25_39220,18.62062959,-33.87354803,1587.192755,1587.192755,1587.192755,1587.192755,17,17,18,18,0,0,0,0,0,0,0,0,15,15,65,65,17,17,18,18,4,4,4,4,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39221,12223,W34D_21_39221,18.6227912,-33.87355466,1960.908563,1960.908563,1960.908563,1960.908563,17,18,18,19,0,0,0,0,0,0,0,0,15,26,26,26,17,18,18,19,4,4,4,4,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39222,12431,W34D_21_39222,18.62495282,-33.87356126,1890.99728,1890.99728,1890.99728,1890.99728,4,4,4,4,0,0,0,0,0,0,0,0,50,50,50,50,4,4,4,4,1,1,1,1,0,0,0,0,0,0,Northern,799.9999883,39999.99883
39223,12430,W34D_21_39223,18.62711443,-33.87356782,13606.53204,13606.53204,13606.53204,13606.53204,93,95,95,95,5,5,5,0,0,0,0,0,0,25,25,25,93.25,95.25,95.25,95,23,23,23,23,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39224,17031,W34D_21_39224,18.62927605,-33.87357434,5262.439679,5262.439679,5262.439679,5262.439679,204,204,204,204,0,0,0,0,0,0,0,0,0,0,0,0,204,204,204,204,51,51,51,51,0,0,0,0,0,0,Northern,800.0000185,40000.00185
39225,15930,W34D_21_39225,18.63143767,-33.87358083,7471.733392,7471.733392,7471.733392,7471.733392,189,190,194,196,0,168,168,168,0,0,0,0,0,0,0,0,189,198.4,202.4,204.4,47,47,48,49,0,1,2,1,2,1,Northern,800.0000185,40000.00185
