OBJECTID,id,grid_4ha_id,lon,lat,lp_ext_2012,lp_ext_2015,lp_ext_2018,lp_ext_2022,du_cnt_2012,du_cnt_2015,du_cnt_2018,du_cnt_2022,clq_ext_sqm_2012,clq_ext_sqm_2015,clq_ext_sqm_2018,clq_ext_sqm_2022,mlt_ext_sqm_2012,mlt_ext_sqm_2015,mlt_ext_sqm_2018,mlt_ext_sqm_2022,sq_ext_sqm_2012,sq_ext_sqm_2015,sq_ext_sqm_2018,sq_ext_sqm_2022,du_cnt_w_clq_mlt_2012,du_cnt_w_clq_mlt_2015,du_cnt_w_clq_mlt_2018,du_cnt_w_clq_mlt_2022,dens_grs_duha_2012,dens_grs_duha_2015,dens_grs_duha_2018,dens_grs_duha_2022,d_dens_grs_duha_12_15,d_dens_grs_duha_12_18,d_dens_grs_duha_12_22,d_dens_grs_duha_15_18,d_dens_grs_duha_15_22,d_dens_grs_duha_18_22,DISTRICTNA,Shape_Length,Shape_Area
22702,3831,W36C_15_22702,18.61342794,-34.032195,232.7668003,232.7668003,232.7668003,3758.269061,70,70,70,72,0,0,14,0,0,0,0,0,0,0,0,0,70,70,70.7,72,17,17,17,18,0,0,1,0,1,1,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22703,3884,W36C_15_22703,18.61559357,-34.03220179,303.0183259,303.0183259,303.0183259,303.0183259,57,57,57,56,0,0,31,31,0,0,0,240,50,50,50,50,57,57,58.55,65.82586207,14,14,14,14,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22704,3885,W36C_15_22704,18.6177592,-34.03220854,282.9949242,282.9949242,282.9949242,282.9949242,148,149,149,151,59,41,41,96,0,0,0,0,0,0,0,155,150.95,151.05,151.05,155.8,37,37,37,37,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
22705,3886,W36C_15_22705,18.61992482,-34.03221525,309.4893672,309.4893672,309.4893672,309.4893672,162,163,164,166,87,109,87,87,0,0,0,0,0,0,40,91,166.35,168.45,168.35,170.35,40,40,41,41,0,1,1,1,1,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22706,3907,W36D_11_22706,18.62209045,-34.03222193,222.6909571,222.6909571,222.6909571,222.6909571,96,97,97,99,49,49,49,80,0,0,0,0,0,0,0,65,98.45,99.45,99.45,103,24,24,24,24,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22708,4097,W36D_11_22708,18.62642171,-34.03223516,219.9487624,219.9487624,219.9487624,219.9487624,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,1,1,1,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22709,4110,W36D_11_22709,18.62858734,-34.03224173,314.8048131,314.8048131,314.8048131,314.8048131,83,82,90,90,18,18,26,58,0,0,0,0,0,22,21,54,83.9,82.9,91.3,92.9,20,20,22,22,0,2,2,2,2,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22710,4070,W36D_11_22710,18.63075298,-34.03224825,495.1855697,495.1855697,495.1855697,495.1855697,63,63,66,65,51,51,31,55,0,0,0,0,26,26,26,26,65.55,65.55,67.55,67.75,15,15,16,16,0,1,1,1,1,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22711,4071,W36D_12_22711,18.63291861,-34.03225473,380.600145,380.600145,380.600145,380.600145,22,22,22,22,0,0,0,0,0,0,0,0,0,0,16,16,22,22,22,22,5,5,5,5,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
22716,453,W36D_13_22716,18.64374678,-34.03228658,0,0,5091533.61,5091533.61,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22720,10910,W36D_13_22720,18.65240933,-34.03231137,248.153065,248.153065,248.153065,248.153065,30,30,30,30,19,19,19,19,0,0,0,0,61,61,61,61,30.95,30.95,30.95,30.95,7,7,7,7,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
22721,10921,W36D_14_22721,18.65457497,-34.03231747,314.6066118,314.6066118,314.6066118,314.6066118,157,157,158,159,99,130,200,222,0,0,0,132,42,42,90,112,161.95,163.5,168,174.6517241,39,39,39,39,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22722,10929,W36D_14_22722,18.65674061,-34.03232354,34863.37919,34863.37919,34863.37919,34863.37919,8,8,8,8,0,0,0,0,0,0,0,0,0,28,28,28,8,8,8,8,2,2,2,2,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22723,710,W36D_14_22723,18.65890625,-34.03232957,0,155915.7686,155915.7686,155915.7686,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22724,10959,W36D_14_22724,18.66107189,-34.03233555,20951.52,20951.52,20951.52,20951.52,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,4,4,4,4,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
22725,10952,W36D_14_22725,18.66323754,-34.0323415,285.3792166,285.3792166,285.3792166,285.3792166,117,117,117,117,29,74,74,90,0,0,0,0,16,16,16,16,118.45,120.7,120.7,121.5,29,29,29,29,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22726,10999,W36D_15_22726,18.66540318,-34.03234742,326.183922,326.183922,326.183922,326.183922,62,62,63,64,0,12,27,27,0,0,0,0,0,39,39,39,62,62.6,64.35,65.35,15,15,15,16,0,0,1,0,1,1,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22727,11020,W36D_15_22727,18.66756882,-34.03235329,295.9809628,295.9809628,295.9809628,295.9809628,116,115,115,117,61,61,61,79,0,0,0,0,23,23,23,23,119.05,118.05,118.05,120.95,29,28,28,29,-1,-1,0,0,1,1,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
22728,11018,W36D_15_22728,18.66973446,-34.03235913,198.3357074,198.3357074,198.3357074,198.3357074,51,51,51,52,0,0,0,56,0,0,0,0,0,0,0,13,51,51,51,54.8,12,12,12,13,0,0,1,0,1,1,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22729,11093,W36D_15_22729,18.67190011,-34.03236492,362.8517416,362.8517416,362.8517416,362.8517416,111,111,111,111,136,146,218,232,0,0,0,0,0,0,0,39,117.8,118.3,121.9,122.6,27,27,27,27,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22730,11143,W36D_15_22730,18.67406575,-34.03237068,20540.7693,20540.7693,20540.7693,20540.7693,56,56,55,58,77,77,45,45,0,0,0,0,0,0,0,33,59.85,59.85,57.25,60.25,14,14,13,14,0,-1,0,-1,0,1,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
22731,11153,W26C_11_22731,18.6762314,-34.0323764,19785.55103,19785.55103,19785.55103,19785.55103,73,76,81,81,35,35,35,35,0,0,0,0,0,0,0,22,74.75,77.75,82.75,82.75,18,19,20,20,1,2,2,1,1,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22732,13999,W26C_11_22732,18.67839705,-34.03238209,0,182.1385221,235.3201579,235.3201579,0,19,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,19,51,51,0,4,12,12,4,12,12,8,8,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
22764,16537,W26D_12_22764,18.74769802,-34.03254381,0,54228.63426,54228.63426,54228.63426,0,2,5,6,0,49,49,0,0,0,0,0,0,0,0,0,0,4.45,7.45,6,0,0,1,1,0,1,1,1,1,0,Helderberg,800.0000185,40000.00185
22765,8599,W26D_12_22765,18.74986369,-34.03254823,504.8319092,504.8319092,504.8319092,504.8319092,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,Helderberg,800.0000185,40000.00185
22766,8575,W26D_13_22766,18.75202935,-34.03255262,3359.914238,3359.914238,3359.914238,3359.914238,16,18,18,18,0,0,0,0,0,0,0,0,25,25,25,25,16,18,18,18,4,4,4,4,0,0,0,0,0,0,Helderberg,799.9999883,39999.99883
22767,15427,W26D_13_22767,18.75419502,-34.03255697,496.1542379,496.1542379,496.1542379,496.1542379,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,1,0,0,0,0,0,0,Helderberg,800.0000185,40000.00185
22836,16866,W06D_11_22836,18.94694057,-34.0327912,0,0,0,24363002.07,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,1,Helderberg,800.0000185,40000.00185
22872,6014,W66D_15_22872,18.34274553,-34.02924309,815.7093052,815.7093052,815.7093052,815.7093052,5,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,1,1,1,1,0,0,0,0,0,0,Southern,799.9999582,39999.99582
22873,7257,W66D_15_22873,18.34491099,-34.02925464,2520.719819,2520.719819,2520.719819,2520.719819,27,27,27,27,0,0,0,0,0,0,0,0,122,70,70,70,27,27,27,27,6,6,6,6,0,0,0,0,0,0,Southern,799.9999883,39999.99883
22874,7258,W66D_15_22874,18.34707645,-34.02926616,2575.750989,2704.228651,2704.228651,2704.228651,19,22,22,24,0,67,186,107,0,0,0,0,86,87,112,87,19,25.35,31.3,29.35,4,5,5,6,1,1,2,0,1,1,Southern,799.9999883,39999.99883
22875,7255,W66D_15_22875,18.34924191,-34.02927764,2885.934908,2885.934908,2885.934908,2885.934908,12,13,14,14,0,0,0,0,0,0,0,0,12,12,30,52,12,13,14,14,3,3,3,3,0,0,0,0,0,0,Southern,799.9999582,39999.99582
22876,7269,W56C_11_22876,18.35140737,-34.02928908,1309.614695,1309.614695,1309.614695,1309.614695,39,40,40,40,0,26,26,26,0,0,0,0,0,0,62,62,39,41.3,41.3,41.3,9,10,10,10,1,1,1,0,0,0,Southern,799.9999883,39999.99883
22878,7265,W56C_11_22878,18.3557383,-34.02931185,6429.998374,6429.998374,6429.998374,6429.998374,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,22,3,3,3,3,0,0,0,0,0,0,0,0,0,0,Southern,799.9999582,39999.99582
22879,7262,W56C_11_22879,18.35790377,-34.02932318,3283.054846,3283.054846,3283.054846,151.9657589,11,23,29,29,0,0,30,0,94,94,94,886,0,0,0,0,14.24137931,26.24137931,33.74137931,59.55172414,2,5,7,7,3,5,5,2,2,0,Southern,799.9999883,39999.99883
22880,7263,W56C_11_22880,18.36006923,-34.02933446,228.1744394,228.1744394,228.1744394,228.1744394,55,83,100,104,0,35,35,237,0,0,0,2994,0,0,0,33,55,84.75,101.75,219.0913793,13,20,25,26,7,12,13,5,6,1,Southern,799.9999883,39999.99883
22881,14065,W56C_12_22881,18.3622347,-34.02934572,128.0005473,158.0593235,158.0593235,217.618412,47,59,64,115,0,9,9,241,0,0,0,1796,0,0,0,24,47,59.45,64.45,188.9810345,11,14,16,28,3,5,17,2,14,12,Southern,799.9999883,39999.99883
22911,4867,W56D_13_22911,18.42719929,-34.02966549,4421.739944,4421.739944,4421.739944,4421.739944,2,3,4,4,23,0,0,0,0,0,0,0,28,101,22,22,3.15,3,4,4,0,0,1,1,0,1,1,1,1,0,Southern,799.9999582,39999.99582
22912,4866,W56D_13_22912,18.4293648,-34.02967556,4435.947832,4435.947832,4435.947832,4435.947832,10,10,10,11,0,0,38,38,0,0,0,0,89,89,67,67,10,10,11.9,12.9,2,2,2,2,0,0,0,0,0,0,Southern,799.9999883,39999.99883
22913,128,W56D_13_22913,18.4315303,-34.02968559,4049.61995,4049.61995,4746.50975,4746.50975,7,7,13,11,0,30,110,110,0,0,0,0,57,91,118,118,7,8.5,18.5,16.5,1,1,3,2,0,2,1,2,1,-1,Southern,799.9999883,39999.99883
